30885,chuyển,thay đổi,đảo,đổi
30886,nghỉ,đỗ,đậu,hạ,dừng,hạ cánh
30887,đi vượt tốc độ,đi quá tốc độ
30888,bay,bay liệng,bay lượn,chao liệng,liệng,là là,lơ lửng,lượn,lửng lơ,trôi lơ lửng
30889,đi đôi,đi cùng,đi theo,sánh đôi,sánh bước
30890,vội,vội vàng,vội vã,nhanh chóng,hối hả,gấp rút,hấp tấp
30891,để lắng,làm lắng xuống,làm chìm xuống
30892,dẫn qua,đưa qua,truyền qua
30893,chết đứng,chết lặng,chết điếng,chết điếng người,điếng người,lặng người
30894,phát,phân phát,cấp phát,ban phát
30895,lái vượt gió
30896,nở,nở ra,phồng,phồng ra,phồng lên,căng lên
30897,xoáy,chảy xoáy,cuộn xoáy,xoáy tít,xoáy lốc,xoáy tít mù
30898,đi lên,tiến lên,vươn lên,vượt lên,tiến đến
30899,khoe,khoe khoang,phô trương,phô ra
30900,đi chơi,đi nghỉ,du ngoạn,đi du ngoạn,đi du lịch,du lịch,nhàn du,phiếm du
30901,hành quân,dẫn đi
30902,đổ,đổ xô,tràn,chen,chen chúc
30903,đến gần,tiến gần,đến sát,áp sát,tiến sát,dồn lại gần
30904,giật mạnh,vặn mạnh
30905,đi nước kiệu
30906,đi theo đường zíc zắc,đi theo đường xoắn ốc,đi theo đường chữ chi
30907,đi xe,lái xe,chạy xe
30908,chìm nghỉm,chìm lỉm,chìm dưới
30909,bò,trườn,bò trườn
30910,di chuyển thành đàn,di chuyển theo đàn,di chuyển thành bầy,di chuyển theo bầy
30911,rắc phân,bón phân,rải phân
30912,chở,chuyển,tải,chuyên chở,vận chuyển,vận tải
30913,cặn,cấn
30914,lao ra,nhảy vọt ra
30915,kéo thẳng,làm thẳng,nắn thẳng,vuốt thẳng,ép thẳng,đặt thẳng,để thẳng
30916,diễn tiến,phát triển,tiến,tiến lên,tiến triển
30917,nổi bong bóng,nổi bọt,sủi bong bóng,sủi bọt,tạo bọt
30918,ghìm lại,hãm lại,hãm xe,phanh,phanh lại,thắng lại
30919,nhỏ giọt,giỏ giọt,rỏ giọt,chảy nhỏ giọt,chảy lì rì,chảy rì rì
30920,hun khói đuổi,xua đi bằng khói,dùng khói xua,đuổi bằng khói
30921,lội bì bõm,bì bõm lội,lội lõm bõm
30922,lặng lẽ đến với,lặng lẽ tiến lại,lẳng lặng tiến đến
30923,lăng xăng,chạy lăng xăng
30924,bôi nhựa bẫy chim,quét nhựa bẫy chim,phết nhựa bẫy chim
30925,qua,đi qua,trôi qua
30926,đi bộ đường dài
30927,đặt đúng tâm,đặt vào giữa,để vào giữa,đặt vào chính giữa
30928,bơi,bơi lội,chìm,hụp,hụp xuống,lặn,lặn xuống,lội,ngụp,ngụp xuống
30929,đu đưa,lúc lắc,đong đưa,đung đưa,vung vảy,vung vẩy
30930,đẩy,xô,ẩy,ẩn,du,đẩn,xô đẩy,xô đẩn
30931,dốc,nghiêng
30932,cập bến,cập bờ,cập cảng,lái cập bờ,lái vào bờ,vào bờ,đẩy vào bờ,đậu
30933,phun,vọt,tuôn,xì
30934,đổ,ngã,lật,xòa,xõa,đổ vật,đổ vật ra,ngã vật,ngã vật ra
30935,chạy tán loạn,chạy như ong vỡ tổ
30936,nhớ,dư
30937,quẩn quanh,quanh quẩn
30938,quẹo đi,uốn cong,bẻ cong,bẻ queo,uốn khúc,uốn quanh
30939,bổ xuống,lao xuống,nhao xuống,nhào xuống,quăng xuống,sà xuống,đâm xuống
30940,nô đùa,nô giỡn,chơi đùa,vui đùa,đùa nghịch,nô đùa nhảy nhót
