18496,góc bắn
18497,hình sao,hình ngôi sao
18498,đường bậc hai,đường conic,đường cônic,đường cô-nic
18499,khối đa diện,khối nhiều mặt
18500,đáy,mặt đáy
18501,mấu,mấu nối,hình nối,link
18502,đường cong,đường đồ thị
18503,hình vòm
18504,hình vuông
18505,tứ diện,khối tứ diện
18506,chạc
18507,vạch,kẻ,đường kẻ,đường khía
18508,góc ngoài
18509,chỗ nhô ra,chỗ lồi ra
18510,hình thang
18511,hình nón cụt
18512,hình xòe ra
18513,góc nghiêng
18514,mặt phẳng,hình phẳng
18515,vết hằn,vết lõm,chỗ lõm,chỗ hằn,vết lún
18516,chỗ phồng,chỗ phồng ra,bụng
18517,tính cân đối,sự cân đối
18518,tam giác,hình tam giác
18519,chỗ lồi,chỗ nhô,chỗ phình,chỗ phồng,chỗ u lên,chỗ thò ra
18520,cây,hình cây,sơ đồ cây,biểu đồ cây,sơ đồ hình cây,biểu đồ hình cây
18521,góc tù,tù
18522,hình V,hình chữ V
18523,gạch ngang,đường thẳng
18524,đường,đường đi,đường chuyển động
18525,đường móc,hình móc,hình móc câu
18526,đa diện đều,khối đa diện đều,khối đa diện đều Platon
18527,hình xoáy
18528,góc nhọn
18529,khoảng trống,không gian trống
18530,hình chuông
18531,xoắn,xoáy,đường xoắn,đường xoáy,xoắn ốc,xoáy ốc,đường xoắn ốc,đường xoáy ốc,xoắn trôn ốc,xoáy trôn ốc,đường xoắn trôn ốc,đường xoáy trôn ốc,helix,đường helix
18532,hình phẳng,hình hai chiều
18533,tia
18534,hình cung,hình vòng cung
18535,đường xoắn ốc,đường xoáy ốc,đường trôn ốc
18536,rãnh,đường rãnh
18537,giao,giao điểm,tập giao,phép giao
18538,ê líp,ê-líp,êlíp,ô van,ô-van,ôvan,đường ê-líp,đường êlíp,đường ê líp,đường ô-van,đường ôvan,đường ô van,đường ellip,đường oval
18539,khía hình V,rãnh hình V,vết khía hình V
18540,hình con
18541,cạnh huyền
18542,ngũ giác,hình ngũ giác
18543,đường xéo,đường cắt xéo,đường chéo tấm vải
18544,hình xuyến,khối phỏng xuyến,hình phỏng xuyến
18545,cạnh,gờ,mép,rìa,viền
18546,hình phễu
18547,mặt cầu
18548,nút,nút thắt,chỗ thắt nút
18549,vết khắc,vết chạm
18550,góc lệch từ,độ từ thiên
18551,chấm,mảng,vết,điểm,đốm
18552,góc mái
18553,hình nón
18554,hình cầu,khối cầu,quả cầu
18555,cột,tháp
18556,đường chéo
18557,vật hình cung
18558,đuôi,phần đuôi,chỗ lồi
18559,vết lõm,chỗ lõm,khía răng cưa
18560,lỗ,lỗ thủng,lỗ trống
18561,nếp nhàu
18562,vòng,khuyên
18563,hình ống
18564,đa giác,hình đa giác
18565,hình lồi
18566,đường lượn sóng,đường hình sóng,đường uốn sóng
18567,ngạnh,mũi nhọn
18568,hốc,hố,lõm,chỗ lõm
18569,tính đối xứng,tính cân xứng,sự đối xứng,sự cân xứng
18570,tam giác cân
18571,đường cong kín đơn,đường cong đóng đơn,đường Jordan
18572,dáng,hình,dáng vẻ,thân hình,hình hài,hình dáng,hình khối
18573,đường cong khép kín,đường cong kín,đường cong đóng,đường tròn
18574,độ nghiêng quỹ đạo
18575,trụ lồi,hình trụ lồi
18576,tam giác vuông
18577,hình tròn,hình vòng cung,hình vòng tròn
18578,hình zíc zắc
18579,góc vuông
18580,hình đều,hình đều cạnh
18581,khối,hình khối
18582,biên,ranh giới,đường biên,đường giới hạn,đường biên giới
18583,hình hộp,hình lập phương,khối hộp,khối lập phương
18584,vết xe,vết bánh xe
18585,bán kính,đường bán kính
18586,tiếp tuyến
18587,lục giác,hình lục giác
18588,hình thoi
18589,vòng xoáy,vòng xoắn,xoắn ốc,xoáy ốc,xoáy trôn ốc,xoắn trôn ốc,hình xoắn ốc,hình xoáy ốc,hình xoáy trôn ốc,hình xoắn trôn ốc
18590,hình trụ,khối trụ
18591,đa giác đều góc
18592,sự khớp lại với nhau
18593,tứ giác,hình tứ giác
18594,đa giác đều,hình đa giác đều
18595,khía
18596,vết nhăn,nếp nhăn
18597,làn,vạt
18598,hình trái tim
18599,độ từ khuynh
18600,đường thẳng song song
18601,đường sinh
18602,tam giác đều
18603,hình lõm,hình lõm vào,dạng lõm,dạng lõm vào
18604,vectơ,vec tơ,vec-tơ,véctơ,véc tơ,véc-tơ,vector
18605,bán cầu,hình bán cầu
18606,vòng,vòng tròn,hình tròn,hình vòng xuyến
18607,đường cò quay
18608,không gian kín,không gian khép kín
18609,chỗ cong,chỗ uốn,chỗ ngoặt
18610,hình nêm
18611,cung,hình cung
18612,lăng trụ,khối lăng trụ
18613,nếp gấp,nếp gập
18614,hình quạt
18615,hình vô định
18616,hình bình hành
18617,hình cong
18618,cự li góc,cự ly góc
18619,hình chữ nhật
18620,đĩa,vầng
18621,hình bầu
18622,delta
18623,kẽ,khe,chỗ nứt,vết nứt,đường nứt
18624,đường trắc địa
18625,u,bướu,chồi
18626,đường vuông góc,đường thẳng vuông góc
18627,giọt
18628,chùm,chùm đường thẳng
18629,hình elip,elip
